timestamp,service,log_level,message,cpu_usage,latency,trace_id,span_id,event_type
2025-09-18T08:26:05.477044,user-service,DEBUG,Operation completed successfully in user-service,33.15483837221187,83.41906054661658,trace_50,span_50,request
2025-09-18T09:08:44.477044,auth-service,INFO,Operation completed successfully in auth-service,93.0,509.0,trace_51,span_51,system
2025-09-18T09:23:37.477044,auth-service,INFO,Operation completed successfully in auth-service,92.0,678.0,trace_52,,system
2025-09-18T09:33:41.477044,payment-service,INFO,Operation completed successfully in payment-service,60.49539055252461,110.75278794737656,trace_53,span_53,request
2025-09-18T09:48:38.477044,database,ERROR,Operation completed successfully in database,47.13505895137104,122.41490222906411,trace_54,span_54,transaction
2025-09-18T09:53:51.477044,web-server,INFO,Operation completed successfully in web-server,41.63555332913526,108.24913139604338,trace_55,,transaction
2025-09-18T10:08:16.477044,auth-service,ERROR,Operation completed successfully in auth-service,61.51537899108501,113.43359258457212,trace_56,span_56,transaction
2025-09-18T10:17:27.477044,database,DEBUG,Operation completed successfully in database,52.610404577685294,112.78992173751048,trace_57,span_57,system
2025-09-18T10:23:08.477044,database,WARN,Operation completed successfully in database,50.223777360778705,98.58193769490724,trace_58,span_58,system
2025-09-18T11:01:31.477044,database,DEBUG,Operation completed successfully in database,30.84984472594176,127.17565494082581,trace_59,span_59,system
2025-09-18T11:12:13.477044,database,INFO,Operation completed successfully in database,56.007386482344856,114.90711719329988,trace_60,span_60,transaction
2025-09-18T11:27:42.477044,payment-service,DEBUG,Operation completed successfully in payment-service,65.84335757520242,76.59962023884749,trace_61,span_61,response
2025-09-18T11:47:42.477044,payment-service,FATAL,Operation completed successfully in payment-service,45.07211685178133,69.40852572348915,trace_62,span_62,response
2025-09-18T12:03:45.477044,web-server,INFO,Operation completed successfully in web-server,25.847147631740285,127.54985930939667,trace_63,span_63,system
2025-09-18T12:35:19.477044,database,DEBUG,Operation completed successfully in database,40.23065722195747,94.56692761086653,trace_64,span_64,response
2025-09-18T12:50:45.477044,web-server,INFO,Operation completed successfully in web-server,52.43509804725163,112.14270846321747,trace_65,span_65,request
2025-09-18T12:51:43.477044,database,INFO,Operation completed successfully in database,28.916286824065,101.18132712444536,trace_66,span_66,transaction
2025-09-18T13:06:35.477044,database,ERROR,Operation completed successfully in database,91.0,753.0,trace_67,span_67,system
2025-09-18T13:15:28.477044,user-service,INFO,Operation completed successfully in user-service,56.0766327843052,119.19912565791833,trace_68,span_68,transaction
2025-09-18T13:16:16.477044,web-server,DEBUG,Operation completed successfully in web-server,56.70703543473538,116.49967224357829,trace_69,span_69,response
2025-09-18T13:27:58.477044,payment-service,INFO,Operation completed successfully in payment-service,94.0,837.0,trace_70,,transaction
2025-09-18T13:33:13.477044,auth-service,DEBUG,Operation completed successfully in auth-service,71.3517411082099,125.34014151696834,trace_71,span_71,response
2025-09-18T13:52:35.477044,database,INFO,Operation completed successfully in database,62.677901702522476,89.10574024977001,trace_72,span_72,request
2025-09-18T14:23:30.477044,payment-service,INFO,Operation completed successfully in payment-service,37.30590088942941,131.1701593281316,trace_73,span_73,response
2025-09-18T14:30:21.477044,database,INFO,Operation completed successfully in database,69.58072463097314,112.07467056188597,trace_74,span_74,request
2025-09-18T14:41:44.477044,auth-service,INFO,Operation completed successfully in auth-service,98.0,717.0,trace_75,span_75,system
2025-09-18T14:43:54.477044,auth-service,DEBUG,Operation completed successfully in auth-service,38.52917648228248,82.49582391606164,trace_76,span_76,request
2025-09-18T14:44:55.477044,auth-service,ERROR,Operation completed successfully in auth-service,56.76174601486111,113.58313172623946,trace_77,,response
2025-09-18T14:45:13.477044,user-service,INFO,Operation completed successfully in user-service,25.383611622184237,106.82725167129092,trace_78,span_78,request
2025-09-18T14:57:03.477044,user-service,INFO,Operation completed successfully in user-service,44.00575679899111,82.08966851870161,trace_79,span_79,system
2025-09-18T15:10:27.477044,web-server,INFO,Operation completed successfully in web-server,58.54081758150697,110.90804156386275,trace_80,span_80,system
2025-09-18T15:22:18.477044,auth-service,DEBUG,Operation completed successfully in auth-service,45.81170101963484,66.76610945533098,trace_81,span_81,response
2025-09-18T15:40:17.477044,user-service,INFO,Operation completed successfully in user-service,58.061305557511524,129.270037032491,trace_82,span_82,system
2025-09-18T16:06:28.477044,payment-service,INFO,Operation completed successfully in payment-service,31.802977824524138,109.12887345755344,trace_83,span_83,response
2025-09-18T16:24:52.477044,auth-service,DEBUG,Operation completed successfully in auth-service,49.96968272903471,75.07412813537556,trace_84,span_84,transaction
2025-09-18T16:44:19.477044,payment-service,INFO,Operation completed successfully in payment-service,61.84623375756927,81.7263165464366,trace_85,span_85,system
2025-09-18T16:54:15.477044,user-service,INFO,Operation completed successfully in user-service,36.1835295853422,99.17048351995142,trace_86,span_86,transaction
2025-09-18T17:00:35.477044,database,INFO,Operation completed successfully in database,61.13519928833311,116.34889137695386,trace_87,span_87,response
2025-09-18T17:09:14.477044,user-service,INFO,Operation completed successfully in user-service,60.262290632656146,77.72752108909394,trace_88,span_88,request
2025-09-18T17:20:49.477044,payment-service,INFO,Operation completed successfully in payment-service,48.7675869706722,90.51376761445148,trace_89,span_89,request
2025-09-18T18:27:57.477044,auth-service,ERROR,Error in auth-service at 2025-09-18T18:27:57.477044,95.0,617.0,trace_90,span_90,system
2025-09-18T18:44:39.477044,auth-service,INFO,Operation completed successfully in auth-service,57.841923143133236,88.53940057350009,trace_91,,request
2025-09-18T18:51:43.477044,database,INFO,Operation completed successfully in database,64.57891287757575,84.1041879338424,trace_92,span_92,request
2025-09-18T19:06:08.477044,auth-service,FATAL,Operation completed successfully in auth-service,47.26057006225629,77.69109300263,trace_93,span_93,response
2025-09-18T19:09:54.477044,web-server,INFO,Operation completed successfully in web-server,43.22023055883521,92.26378899758619,trace_94,span_94,response
2025-09-18T19:17:04.477044,database,DEBUG,Operation completed successfully in database,33.99352486032355,90.74917885768718,trace_95,span_95,system
2025-09-18T19:20:13.477044,payment-service,INFO,Operation completed successfully in payment-service,49.65159372094611,105.3167797639706,trace_96,span_96,transaction
2025-09-18T20:17:43.477044,payment-service,INFO,Operation completed successfully in payment-service,52.478798986810716,171.3569836105169,trace_97,span_97,response
2025-09-18T20:51:05.477044,web-server,INFO,Operation completed successfully in web-server,91.0,930.0,trace_98,span_98,response
2025-09-18T20:52:01.477044,web-server,INFO,Operation completed successfully in web-server,48.7961346589888,83.77031419795652,trace_99,span_99,response
